year,month,source_hour,radiation_mj_m2,irradiance_w_m2
1997,3,3,0.0,0.0
1997,3,4,0.0,0.0
1997,3,5,0.001,0.2777777777777778
1997,3,6,0.023,6.388888888888888
1997,3,7,0.17,47.22222222222222
1997,3,8,0.441,122.5
1997,3,9,0.713,198.05555555555554
1997,3,10,0.979,271.94444444444446
1997,3,11,1.079,299.72222222222223
1997,3,12,1.132,314.4444444444444
1997,3,13,1.156,321.1111111111111
1997,3,14,1.046,290.55555555555554
1997,3,15,0.908,252.22222222222223
1997,3,16,0.683,189.72222222222223
1997,3,17,0.434,120.55555555555556
1997,3,18,0.182,50.55555555555555
1997,3,19,0.046,12.777777777777777
1997,3,20,0.005,1.3888888888888888
1997,3,21,0.0,0.0
1997,3,22,0.0,0.0
1997,3,23,0.0,0.0
1997,3,24,0.0,0.0
1997,4,1,0.0,0.0
1997,4,2,0.0,0.0
1997,4,3,0.0,0.0
1997,4,4,0.0,0.0
1997,4,5,0.0,0.0
1997,4,6,0.0,0.0
1997,4,7,0.0,0.0
1997,4,8,0.019,5.277777777777778
1997,4,9,0.135,37.5
1997,4,10,0.271,75.27777777777779
1997,4,11,0.373,103.61111111111111
1997,4,12,0.45,125.0
1997,4,13,0.421,116.94444444444444
1997,4,14,0.324,90.0
1997,4,15,0.22,61.11111111111111
1997,4,16,0.105,29.166666666666664
1997,4,17,0.013,3.6111111111111107
1997,4,18,0.0,0.0
1997,4,19,0.0,0.0
1997,4,20,0.0,0.0
1997,4,21,0.0,0.0
1997,4,22,0.0,0.0
1997,4,23,0.0,0.0
1997,4,24,0.0,0.0
1997,5,1,0.0,0.0
1997,5,2,0.0,0.0
1997,5,3,0.0,0.0
1997,5,4,0.0,0.0
1997,5,5,0.0,0.0
1997,5,6,0.0,0.0
1997,5,7,0.0,0.0
1997,5,8,0.0,0.0
1997,5,9,0.0,0.0
1997,5,10,0.005,1.3888888888888888
1997,5,11,0.043,11.944444444444443
1997,5,12,0.076,21.11111111111111
1997,5,13,0.068,18.88888888888889
1997,5,14,0.046,12.777777777777777
1997,5,15,0.011,3.0555555555555554
1997,5,16,0.001,0.2777777777777778
1997,5,17,0.0,0.0
1997,5,18,0.0,0.0
1997,5,19,0.0,0.0
1997,5,20,0.0,0.0
1997,5,21,0.0,0.0
1997,5,22,0.0,0.0
1997,5,23,0.0,0.0
1997,5,24,0.0,0.0
1997,6,1,,
1997,6,2,,
1997,6,3,,
1997,6,4,,
1997,6,5,,
1997,6,6,,
1997,6,7,,
1997,6,8,,
1997,6,9,,
1997,6,10,,
1997,6,11,,
1997,6,12,,
1997,6,13,,
1997,6,14,,
1997,6,15,,
1997,6,16,,
1997,6,17,,
1997,6,18,,
1997,6,19,,
1997,6,20,,
1997,6,21,,
1997,6,22,,
1997,6,23,,
1997,6,24,,
1997,7,1,,
1997,7,2,,
1997,7,3,,
1997,7,4,,
1997,7,5,,
1997,7,6,,
1997,7,7,,
1997,7,8,,
1997,7,9,,
1997,7,10,,
1997,7,11,,
1997,7,12,,
1997,7,13,,
1997,7,14,,
1997,7,15,,
1997,7,16,,
1997,7,17,,
1997,7,18,,
1997,7,19,,
1997,7,20,,
1997,7,21,,
1997,7,22,,
1997,7,23,,
1997,7,24,,
1997,8,1,0.0,0.0
1997,8,2,0.0,0.0
1997,8,3,0.0,0.0
1997,8,4,0.0,0.0
1997,8,5,0.0,0.0
1997,8,6,0.0,0.0
1997,8,7,0.0,0.0
1997,8,8,0.003,0.8333333333333334
1997,8,9,0.038,10.555555555555555
1997,8,10,0.127,35.27777777777778
1997,8,11,0.237,65.83333333333333
1997,8,12,0.309,85.83333333333333
1997,8,13,0.309,85.83333333333333
1997,8,14,0.251,69.72222222222221
1997,8,15,0.145,40.27777777777777
1997,8,16,0.054,15.0
1997,8,17,0.006,1.6666666666666667
1997,8,18,0.0,0.0
1997,8,19,0.0,0.0
1997,8,20,0.0,0.0
1997,8,21,0.0,0.0
1997,8,22,0.0,0.0
1997,8,23,0.0,0.0
1997,8,24,0.0,0.0
1997,9,1,0.0,0.0
1997,9,2,0.0,0.0
1997,9,3,0.0,0.0
1997,9,4,0.0,0.0
1997,9,5,0.0,0.0
1997,9,6,0.002,0.5555555555555556
1997,9,7,0.051,14.166666666666666
1997,9,8,0.211,58.61111111111111
1997,9,9,0.432,120.0
1997,9,10,0.641,178.05555555555554
1997,9,11,0.792,220.0
1997,9,12,0.844,234.44444444444443
1997,9,13,0.854,237.2222222222222
1997,9,14,0.77,213.88888888888889
1997,9,15,0.621,172.5
1997,9,16,0.425,118.05555555555554
1997,9,17,0.223,61.94444444444444
1997,9,18,0.063,17.5
1997,9,19,0.005,1.3888888888888888
1997,9,20,0.0,0.0
1997,9,21,0.0,0.0
1997,9,22,0.0,0.0
1997,9,23,0.0,0.0
1997,9,24,0.0,0.0
1997,10,1,0.0,0.0
1997,10,2,0.0,0.0
1997,10,3,0.0,0.0
1997,10,4,0.025,6.944444444444445
1997,10,5,0.155,43.05555555555556
1997,10,6,0.357,99.16666666666666
1997,10,7,0.691,191.94444444444443
1997,10,8,1.022,283.8888888888889
1997,10,9,1.325,368.05555555555554
1997,10,10,1.617,449.16666666666663
1997,10,11,1.814,503.8888888888889
1997,10,12,1.841,511.38888888888886
1997,10,13,1.826,507.22222222222223
1997,10,14,1.713,475.83333333333337
1997,10,15,1.537,426.9444444444444
1997,10,16,1.238,343.88888888888886
1997,10,17,0.977,271.38888888888886
1997,10,18,0.699,194.16666666666666
1997,10,19,0.409,113.6111111111111
1997,10,20,0.133,36.94444444444444
1997,10,21,0.016,4.444444444444445
1997,10,22,0.001,0.2777777777777778
1997,10,23,0.0,0.0
1997,10,24,0.0,0.0
1997,11,1,0.006,1.6666666666666667
1997,11,2,0.011,3.0555555555555554
1997,11,3,0.079,21.944444444444443
1997,11,4,0.236,65.55555555555556
1997,11,5,0.418,116.1111111111111
1997,11,6,0.639,177.5
1997,11,7,0.907,251.94444444444446
1997,11,8,1.178,327.2222222222222
1997,11,9,1.431,397.5
1997,11,10,1.666,462.77777777777777
1997,11,11,1.832,508.8888888888889
1997,11,12,1.95,541.6666666666666
1997,11,13,2.028,563.3333333333334
1997,11,14,2.012,558.8888888888889
1997,11,15,1.767,490.8333333333333
1997,11,16,1.541,428.05555555555554
1997,11,17,1.253,348.05555555555554
1997,11,18,0.955,265.27777777777777
1997,11,19,0.7,194.44444444444443
1997,11,20,0.451,125.27777777777777
1997,11,21,0.231,64.16666666666667
1997,11,22,0.085,23.61111111111111
1997,11,23,0.019,5.277777777777778
1997,11,24,0.008,2.2222222222222223
1997,12,1,0.02,5.555555555555555
1997,12,2,0.135,37.5
1997,12,3,0.338,93.8888888888889
1997,12,4,0.496,137.77777777777777
1997,12,5,0.718,199.44444444444443
1997,12,6,1.009,280.2777777777777
1997,12,7,1.366,379.44444444444446
1997,12,8,1.681,466.94444444444446
1997,12,9,1.995,554.1666666666666
1997,12,10,2.317,643.6111111111112
1997,12,11,2.507,696.3888888888889
1997,12,12,2.611,725.2777777777778
1997,12,13,2.545,706.9444444444445
1997,12,14,2.562,711.6666666666666
1997,12,15,2.407,668.6111111111111
1997,12,16,2.118,588.3333333333333
1997,12,17,1.741,483.61111111111114
1997,12,18,1.415,393.05555555555554
1997,12,19,1.095,304.16666666666663
1997,12,20,0.788,218.88888888888889
1997,12,21,0.533,148.05555555555557
1997,12,22,0.343,95.27777777777779
1997,12,23,0.091,25.277777777777775
1997,12,24,0.02,5.555555555555555
1998,1,1,0.007,1.9444444444444444
1998,1,2,0.064,17.77777777777778
1998,1,3,0.22,61.11111111111111
1998,1,4,0.416,115.55555555555554
1998,1,5,0.586,162.77777777777777
1998,1,6,0.876,243.33333333333331
1998,1,7,1.143,317.5
1998,1,8,1.498,416.1111111111111
1998,1,9,1.807,501.9444444444444
1998,1,10,2.027,563.0555555555555
1998,1,11,2.246,623.8888888888889
1998,1,12,2.305,640.2777777777778
1998,1,13,2.3,638.8888888888888
1998,1,14,2.237,621.3888888888889
1998,1,15,2.054,570.5555555555555
1998,1,16,1.755,487.49999999999994
1998,1,17,1.458,405.0
1998,1,18,1.079,299.72222222222223
1998,1,19,0.808,224.44444444444446
1998,1,20,0.578,160.55555555555554
1998,1,21,0.366,101.66666666666666
1998,1,22,0.185,51.388888888888886
1998,1,23,0.041,11.38888888888889
1998,1,24,0.007,1.9444444444444444
1998,2,1,0.004,1.1111111111111112
1998,2,2,0.01,2.7777777777777777
1998,2,3,0.051,14.166666666666666
1998,2,4,0.135,37.5
1998,2,5,0.285,79.16666666666666
1998,2,6,0.565,156.94444444444443
1998,2,7,0.887,246.38888888888889
1998,2,8,1.185,329.1666666666667
1998,2,9,1.524,423.3333333333333
1998,2,10,1.753,486.9444444444444
1998,2,11,1.916,532.2222222222222
1998,2,12,1.981,550.2777777777778
1998,2,13,1.924,534.4444444444445
1998,2,14,1.852,514.4444444444445
1998,2,15,1.68,466.66666666666663
1998,2,16,1.378,382.7777777777777
1998,2,17,1.084,301.11111111111114
1998,2,18,0.795,220.83333333333334
1998,2,19,0.493,136.94444444444443
1998,2,20,0.239,66.38888888888889
1998,2,21,0.057,15.833333333333334
1998,2,22,0.014,3.888888888888889
1998,2,23,0.006,1.6666666666666667
1998,2,24,0.004,1.1111111111111112
1998,3,1,0.0,0.0
1998,3,2,0.0,0.0
1998,3,3,0.0,0.0
1998,3,4,0.002,0.5555555555555556
1998,3,5,0.025,6.944444444444445
1998,3,6,0.139,38.611111111111114
1998,3,7,0.357,99.16666666666666
1998,3,8,0.597,165.83333333333331
1998,3,9,0.781,216.94444444444446
1998,3,10,0.88,244.44444444444443
1998,3,11,0.973,270.27777777777777
1998,3,12,0.969,269.16666666666663
1998,3,13,0.913,253.61111111111111
1998,3,14,0.804,223.33333333333334
1998,3,15,0.632,175.55555555555554
1998,3,16,0.459,127.5
1998,3,17,0.241,66.94444444444444
1998,3,18,0.085,23.61111111111111
1998,3,19,0.022,6.111111111111111
1998,3,20,0.015,4.166666666666666
1998,3,21,0.001,0.2777777777777778
1998,3,22,0.0,0.0
1998,3,23,0.0,0.0
1998,3,24,0.0,0.0
1998,4,1,0.0,0.0
1998,4,2,0.0,0.0
1998,4,3,0.0,0.0
1998,4,4,0.0,0.0
1998,4,5,0.0,0.0
1998,4,6,0.001,0.2777777777777778
1998,4,7,0.041,11.38888888888889
1998,4,8,0.192,53.333333333333336
1998,4,9,0.374,103.88888888888889
1998,4,10,0.53,147.22222222222223
1998,4,11,0.606,168.33333333333331
1998,4,12,0.59,163.88888888888889
1998,4,13,0.479,133.05555555555554
1998,4,14,0.335,93.05555555555556
1998,4,15,0.154,42.77777777777778
1998,4,16,0.029,8.055555555555555
1998,4,17,0.002,0.5555555555555556
1998,4,18,0.0,0.0
1998,4,19,0.0,0.0
1998,4,20,0.0,0.0
1998,4,21,0.0,0.0
1998,4,22,0.0,0.0
1998,4,23,0.0,0.0
1998,4,24,0.0,0.0
1998,5,1,0.0,0.0
1998,5,2,0.0,0.0
1998,5,3,0.0,0.0
1998,5,4,0.0,0.0
1998,5,5,0.0,0.0
1998,5,6,0.0,0.0
1998,5,7,0.0,0.0
1998,5,8,0.0,0.0
1998,5,9,0.005,1.3888888888888888
1998,5,10,0.049,13.61111111111111
1998,5,11,0.09,25.0
1998,5,12,0.089,24.72222222222222
1998,5,13,0.051,14.166666666666666
1998,5,14,0.012,3.3333333333333335
1998,5,15,0.0,0.0
1998,5,16,0.0,0.0
1998,5,17,0.0,0.0
1998,5,18,0.0,0.0
1998,5,19,0.0,0.0
1998,5,20,0.0,0.0
1998,5,21,0.0,0.0
1998,5,22,0.0,0.0
1998,5,23,0.0,0.0
1998,5,24,0.0,0.0
1998,6,1,,
1998,6,2,,
1998,6,3,,
1998,6,4,,
1998,6,5,,
1998,6,6,,
1998,6,7,,
1998,6,8,,
1998,6,9,,
1998,6,10,,
1998,6,11,,
1998,6,12,,
1998,6,13,,
1998,6,14,,
1998,6,15,,
1998,6,16,,
1998,6,17,,
1998,6,18,,
1998,6,19,,
1998,6,20,,
1998,6,21,,
1998,6,22,,
1998,6,23,,
1998,6,24,,
1998,7,1,,
1998,7,2,,
1998,7,3,,
1998,7,4,,
1998,7,5,,
1998,7,6,,
1998,7,7,,
1998,7,8,,
1998,7,9,,
1998,7,10,,
1998,7,11,,
1998,7,12,,
1998,7,13,,
1998,7,14,,
1998,7,15,,
1998,7,16,,
1998,7,17,,
1998,7,18,,
1998,7,19,,
1998,7,20,,
1998,7,21,,
1998,7,22,,
1998,7,23,,
1998,7,24,,
1998,8,1,0.0,0.0
1998,8,2,0.0,0.0
1998,8,3,0.0,0.0
1998,8,4,0.0,0.0
1998,8,5,0.0,0.0
1998,8,6,0.0,0.0
1998,8,7,0.0,0.0
1998,8,8,0.026,7.222222222222221
1998,8,9,0.118,32.77777777777778
1998,8,10,0.226,62.77777777777778
1998,8,11,0.286,79.44444444444444
1998,8,12,0.3,83.33333333333333
1998,8,13,0.243,67.5
1998,8,14,0.145,40.27777777777777
1998,8,15,0.039,10.833333333333334
1998,8,16,0.002,0.5555555555555556
1998,8,17,0.0,0.0
1998,8,18,0.0,0.0
1998,8,19,0.0,0.0
1998,8,20,0.0,0.0
1998,8,21,0.0,0.0
1998,8,22,0.0,0.0
1998,8,23,0.0,0.0
1998,8,24,0.0,0.0
1998,9,1,0.0,0.0
1998,9,2,0.0,0.0
1998,9,3,0.0,0.0
1998,9,4,0.0,0.0
1998,9,5,0.004,1.1111111111111112
1998,9,6,0.073,20.277777777777775
1998,9,7,0.297,82.5
1998,9,8,0.558,155.0
1998,9,9,0.765,212.5
1998,9,10,0.898,249.44444444444446
1998,9,11,0.99,275.0
1998,9,12,0.956,265.55555555555554
1998,9,13,0.887,246.38888888888889
1998,9,14,0.757,210.27777777777777
1998,9,15,0.547,151.94444444444446
1998,9,16,0.291,80.83333333333333
1998,9,17,0.098,27.22222222222222
1998,9,18,0.014,3.888888888888889
1998,9,19,0.002,0.5555555555555556
1998,9,20,0.0,0.0
1998,9,21,0.0,0.0
1998,9,22,0.0,0.0
1998,9,23,0.0,0.0
1998,9,24,0.0,0.0
1998,10,1,0.0,0.0
1998,10,2,0.001,0.2777777777777778
1998,10,3,0.015,4.166666666666666
1998,10,4,0.101,28.055555555555557
1998,10,5,0.315,87.5
1998,10,6,0.61,169.44444444444443
1998,10,7,0.924,256.6666666666667
1998,10,8,1.218,338.3333333333333
1998,10,9,1.434,398.3333333333333
1998,10,10,1.596,443.33333333333337
1998,10,11,1.695,470.8333333333333
1998,10,12,1.668,463.3333333333333
1998,10,13,1.556,432.22222222222223
1998,10,14,1.394,387.2222222222222
1998,10,15,1.107,307.5
1998,10,16,0.812,225.55555555555557
1998,10,17,0.535,148.61111111111111
1998,10,18,0.249,69.16666666666667
1998,10,19,0.075,20.833333333333332
1998,10,20,0.01,2.7777777777777777
1998,10,21,0.002,0.5555555555555556
1998,10,22,0.0,0.0
1998,10,23,0.0,0.0
1998,10,24,0.0,0.0
1998,11,1,0.029,8.055555555555555
1998,11,2,0.149,41.388888888888886
1998,11,3,0.345,95.83333333333333
1998,11,4,0.58,161.1111111111111
1998,11,5,0.907,251.94444444444446
1998,11,6,1.212,336.66666666666663
1998,11,7,1.572,436.6666666666667
1998,11,8,1.869,519.1666666666666
1998,11,9,2.123,589.7222222222223
1998,11,10,2.285,634.7222222222223
1998,11,11,2.352,653.3333333333333
1998,11,12,2.349,652.5
1998,11,13,2.297,638.0555555555555
1998,11,14,2.114,587.2222222222222
1998,11,15,1.861,516.9444444444445
1998,11,16,1.585,440.27777777777777
1998,11,17,1.241,344.72222222222223
1998,11,18,0.91,252.77777777777777
1998,11,19,0.626,173.88888888888889
1998,11,20,0.362,100.55555555555556
1998,11,21,0.138,38.333333333333336
1998,11,22,0.018,4.999999999999999
1998,11,23,0.003,0.8333333333333334
1998,11,24,0.0,0.0
1998,12,1,0.158,43.888888888888886
1998,12,2,0.352,97.77777777777777
1998,12,3,0.501,139.16666666666666
1998,12,4,0.737,204.72222222222223
1998,12,5,0.988,274.44444444444446
1998,12,6,1.306,362.77777777777777
1998,12,7,1.615,448.6111111111111
1998,12,8,1.933,536.9444444444445
1998,12,9,2.147,596.3888888888888
1998,12,10,2.305,640.2777777777778
1998,12,11,2.387,663.0555555555555
1998,12,12,2.421,672.4999999999999
1998,12,13,2.376,660.0
1998,12,14,2.097,582.5
1998,12,15,1.885,523.6111111111111
1998,12,16,1.549,430.27777777777777
1998,12,17,1.254,348.3333333333333
1998,12,18,0.972,270.0
1998,12,19,0.726,201.66666666666666
1998,12,20,0.548,152.22222222222223
1998,12,21,0.332,92.22222222222223
1998,12,22,0.114,31.666666666666668
1998,12,23,0.013,3.6111111111111107
1998,12,24,0.002,0.5555555555555556
1999,1,1,0.02,5.555555555555555
1999,1,2,0.111,30.833333333333332
1999,1,3,0.278,77.22222222222223
1999,1,4,0.429,119.16666666666666
1999,1,5,0.662,183.88888888888889
1999,1,6,0.894,248.33333333333334
1999,1,7,1.204,334.4444444444444
1999,1,8,1.58,438.8888888888889
1999,1,9,1.835,509.72222222222223
1999,1,10,1.98,550.0
1999,1,11,2.072,575.5555555555555
1999,1,12,1.985,551.3888888888889
1999,1,13,2.119,588.6111111111112
1999,1,14,1.929,535.8333333333334
1999,1,15,1.812,503.3333333333333
1999,1,16,1.534,426.1111111111111
1999,1,17,1.259,349.7222222222222
1999,1,18,0.945,262.5
1999,1,19,0.628,174.44444444444443
1999,1,20,0.399,110.83333333333334
1999,1,21,0.223,61.94444444444444
1999,1,22,0.062,17.22222222222222
1999,1,23,0.009,2.4999999999999996
1999,1,24,0.004,1.1111111111111112
1999,2,1,0.0,0.0
1999,2,2,0.0,0.0
1999,2,3,0.036,9.999999999999998
1999,2,4,0.165,45.833333333333336
1999,2,5,0.351,97.49999999999999
1999,2,6,0.624,173.33333333333334
1999,2,7,0.902,250.55555555555554
1999,2,8,1.181,328.05555555555554
1999,2,9,1.474,409.44444444444446
1999,2,10,1.657,460.27777777777777
1999,2,11,1.822,506.11111111111114
1999,2,12,1.897,526.9444444444445
1999,2,13,1.819,505.27777777777777
1999,2,14,1.666,462.77777777777777
1999,2,15,1.448,402.22222222222223
1999,2,16,1.226,340.55555555555554
1999,2,17,0.929,258.05555555555554
1999,2,18,0.635,176.38888888888889
1999,2,19,0.349,96.94444444444444
1999,2,20,0.125,34.72222222222222
1999,2,21,0.021,5.833333333333334
1999,2,22,0.001,0.2777777777777778
1999,2,23,0.0,0.0
1999,2,24,0.0,0.0
1999,3,1,0.0,0.0
1999,3,2,0.0,0.0
1999,3,3,0.0,0.0
1999,3,4,0.0,0.0
1999,3,5,0.018,4.999999999999999
1999,3,6,0.142,39.44444444444444
1999,3,7,0.384,106.66666666666667
1999,3,8,0.623,173.05555555555554
1999,3,9,0.817,226.94444444444443
1999,3,10,1.02,283.3333333333333
1999,3,11,1.142,317.2222222222222
1999,3,12,1.148,318.88888888888886
1999,3,13,1.138,316.1111111111111
1999,3,14,0.969,269.16666666666663
1999,3,15,0.772,214.44444444444446
1999,3,16,0.526,146.11111111111111
1999,3,17,0.266,73.88888888888889
1999,3,18,0.091,25.277777777777775
1999,3,19,0.012,3.3333333333333335
1999,3,20,0.0,0.0
1999,3,21,0.0,0.0
1999,3,22,0.0,0.0
1999,3,23,0.0,0.0
1999,3,24,0.0,0.0
1999,4,1,0.0,0.0
1999,4,2,0.0,0.0
1999,4,3,0.0,0.0
1999,4,4,0.0,0.0
1999,4,5,0.0,0.0
1999,4,6,0.0,0.0
1999,4,7,0.021,5.833333333333334
1999,4,8,0.141,39.166666666666664
1999,4,9,0.328,91.11111111111111
1999,4,10,0.477,132.5
1999,4,11,0.547,151.94444444444446
1999,4,12,0.596,165.55555555555554
1999,4,13,0.538,149.44444444444446
1999,4,14,0.392,108.88888888888889
1999,4,15,0.213,59.166666666666664
1999,4,16,0.061,16.944444444444443
1999,4,17,0.004,1.1111111111111112
1999,4,18,0.0,0.0
1999,4,19,0.0,0.0
1999,4,20,0.0,0.0
1999,4,21,0.0,0.0
1999,4,22,0.0,0.0
1999,4,23,0.0,0.0
1999,4,24,0.0,0.0
1999,5,1,0.0,0.0
1999,5,2,0.0,0.0
1999,5,3,0.0,0.0
1999,5,4,0.0,0.0
1999,5,5,0.0,0.0
1999,5,6,0.0,0.0
1999,5,7,0.0,0.0
1999,5,8,0.0,0.0
1999,5,9,0.003,0.8333333333333334
1999,5,10,0.056,15.555555555555555
1999,5,11,0.114,31.666666666666668
1999,5,12,0.121,33.61111111111111
1999,5,13,0.074,20.555555555555554
1999,5,14,0.013,3.6111111111111107
1999,5,15,0.0,0.0
1999,5,16,0.0,0.0
1999,5,17,0.0,0.0
1999,5,18,0.0,0.0
1999,5,19,0.0,0.0
1999,5,20,0.0,0.0
1999,5,21,0.0,0.0
1999,5,22,0.0,0.0
1999,5,23,0.0,0.0
1999,5,24,0.0,0.0
1999,6,1,,
1999,6,2,,
1999,6,3,,
1999,6,4,,
1999,6,5,,
1999,6,6,,
1999,6,7,,
1999,6,8,,
1999,6,9,,
1999,6,10,,
1999,6,11,,
1999,6,12,,
1999,6,13,,
1999,6,14,,
1999,6,15,,
1999,6,16,,
1999,6,17,,
1999,6,18,,
1999,6,19,,
1999,6,20,,
1999,6,21,,
1999,6,22,,
1999,6,23,,
1999,6,24,,
1999,7,1,0.0,0.0
1999,7,2,0.0,0.0
1999,7,3,0.0,0.0
1999,7,4,0.0,0.0
1999,7,5,0.0,0.0
1999,7,6,0.0,0.0
1999,7,7,0.0,0.0
1999,7,8,0.0,0.0
1999,7,9,0.0,0.0
1999,7,10,0.0,0.0
1999,7,11,0.053,14.722222222222221
1999,7,12,0.07,19.444444444444446
1999,7,13,0.017,4.722222222222222
1999,7,14,0.0,0.0
1999,7,15,0.0,0.0
1999,7,16,0.0,0.0
1999,7,17,0.0,0.0
1999,7,18,0.0,0.0
1999,7,19,0.0,0.0
1999,7,20,0.0,0.0
1999,7,21,0.0,0.0
1999,7,22,0.0,0.0
1999,7,23,0.0,0.0
1999,7,24,0.0,0.0
1999,8,1,0.0,0.0
1999,8,2,0.0,0.0
1999,8,3,0.0,0.0
1999,8,4,0.0,0.0
1999,8,5,0.0,0.0
1999,8,6,0.0,0.0
1999,8,7,0.0,0.0
1999,8,8,0.011,3.0555555555555554
1999,8,9,0.055,15.277777777777777
1999,8,10,0.133,36.94444444444444
1999,8,11,0.173,48.05555555555555
1999,8,12,0.17,47.22222222222222
1999,8,13,0.143,39.72222222222222
1999,8,14,0.086,23.888888888888886
1999,8,15,0.027,7.5
1999,8,16,0.002,0.5555555555555556
1999,8,17,0.0,0.0
1999,8,18,0.0,0.0
1999,8,19,0.0,0.0
1999,8,20,0.0,0.0
1999,8,21,0.0,0.0
1999,8,22,0.0,0.0
1999,8,23,0.0,0.0
1999,8,24,0.0,0.0
1999,9,1,0.0,0.0
1999,9,2,0.0,0.0
1999,9,3,0.0,0.0
1999,9,4,0.0,0.0
1999,9,5,0.006,1.6666666666666667
1999,9,6,0.056,15.555555555555555
1999,9,7,0.204,56.666666666666664
1999,9,8,0.42,116.66666666666666
1999,9,9,0.612,170.0
1999,9,10,0.772,214.44444444444446
1999,9,11,0.875,243.05555555555554
1999,9,12,0.907,251.94444444444446
1999,9,13,0.854,237.2222222222222
1999,9,14,0.703,195.27777777777777
1999,9,15,0.51,141.66666666666666
1999,9,16,0.284,78.88888888888889
1999,9,17,0.099,27.5
1999,9,18,0.005,1.3888888888888888
1999,9,19,0.0,0.0
1999,9,20,0.0,0.0
1999,9,21,0.0,0.0
1999,9,22,0.0,0.0
1999,9,23,0.0,0.0
1999,9,24,0.0,0.0
1999,10,1,0.0,0.0
1999,10,2,0.0,0.0
1999,10,3,0.013,3.6111111111111107
1999,10,4,0.095,26.38888888888889
1999,10,5,0.267,74.16666666666667
1999,10,6,0.59,163.88888888888889
1999,10,7,0.979,271.94444444444446
1999,10,8,1.307,363.05555555555554
1999,10,9,1.569,435.8333333333333
1999,10,10,1.765,490.2777777777777
1999,10,11,1.825,506.9444444444444
1999,10,12,1.843,511.9444444444444
1999,10,13,1.71,475.0
1999,10,14,1.555,431.9444444444444
1999,10,15,1.289,358.05555555555554
1999,10,16,0.946,262.77777777777777
1999,10,17,0.608,168.88888888888889
1999,10,18,0.306,85.0
1999,10,19,0.084,23.333333333333336
1999,10,20,0.009,2.4999999999999996
1999,10,21,0.0,0.0
1999,10,22,0.0,0.0
1999,10,23,0.0,0.0
1999,10,24,0.0,0.0
1999,11,1,0.017,4.722222222222222
1999,11,2,0.146,40.55555555555555
1999,11,3,0.398,110.55555555555556
1999,11,4,0.667,185.27777777777777
1999,11,5,0.969,269.16666666666663
1999,11,6,1.284,356.6666666666667
1999,11,7,1.588,441.11111111111114
1999,11,8,1.898,527.2222222222222
1999,11,9,2.132,592.2222222222223
1999,11,10,2.331,647.5
1999,11,11,2.387,663.0555555555555
1999,11,12,2.389,663.6111111111111
1999,11,13,2.311,641.9444444444445
1999,11,14,2.159,599.7222222222222
1999,11,15,1.914,531.6666666666666
1999,11,16,1.644,456.66666666666663
1999,11,17,1.263,350.8333333333333
1999,11,18,0.927,257.5
1999,11,19,0.649,180.27777777777777
1999,11,20,0.372,103.33333333333333
1999,11,21,0.105,29.166666666666664
1999,11,22,0.016,4.444444444444445
1999,11,23,0.005,1.3888888888888888
1999,11,24,0.0,0.0
1999,12,1,0.063,17.5
1999,12,2,0.228,63.333333333333336
1999,12,3,0.404,112.22222222222223
1999,12,4,0.658,182.77777777777777
1999,12,5,0.964,267.77777777777777
1999,12,6,1.293,359.16666666666663
1999,12,7,1.648,457.7777777777777
1999,12,8,1.948,541.1111111111111
1999,12,9,2.218,616.1111111111111
1999,12,10,2.545,706.9444444444445
1999,12,11,2.652,736.6666666666667
1999,12,12,2.66,738.8888888888889
1999,12,13,2.458,682.7777777777778
1999,12,14,2.378,660.5555555555555
1999,12,15,2.073,575.8333333333333
1999,12,16,1.71,475.0
1999,12,17,1.429,396.94444444444446
1999,12,18,1.077,299.16666666666663
1999,12,19,0.776,215.55555555555554
1999,12,20,0.519,144.16666666666666
1999,12,21,0.277,76.94444444444444
1999,12,22,0.092,25.555555555555554
1999,12,23,0.009,2.4999999999999996
1999,12,24,0.001,0.2777777777777778
2000,1,1,0.125,34.72222222222222
2000,1,2,0.312,86.66666666666667
2000,1,3,0.558,155.0
2000,1,4,0.825,229.16666666666666
2000,1,5,1.167,324.1666666666667
2000,1,6,1.544,428.8888888888889
2000,1,7,1.871,519.7222222222222
2000,1,8,2.189,608.0555555555555
2000,1,9,2.406,668.3333333333334
2000,1,10,2.556,710.0
2000,1,11,2.62,727.7777777777778
2000,1,12,2.562,711.6666666666666
2000,1,13,2.437,676.9444444444443
2000,1,14,2.26,627.7777777777777
2000,1,15,2.013,559.1666666666666
2000,1,16,1.697,471.3888888888889
2000,1,17,1.288,357.77777777777777
2000,1,18,0.91,252.77777777777777
2000,1,19,0.668,185.55555555555557
2000,1,20,0.391,108.61111111111111
2000,1,21,0.144,39.99999999999999
2000,1,22,0.061,16.944444444444443
2000,1,23,0.052,14.444444444444443
2000,1,24,0.054,15.0
2000,2,1,0.0,0.0
2000,2,2,0.007,1.9444444444444444
2000,2,3,0.077,21.38888888888889
2000,2,4,0.265,73.61111111111111
2000,2,5,0.486,135.0
2000,2,6,0.797,221.38888888888889
2000,2,7,1.132,314.4444444444444
2000,2,8,1.417,393.6111111111111
2000,2,9,1.646,457.2222222222222
2000,2,10,1.817,504.7222222222222
2000,2,11,1.929,535.8333333333334
2000,2,12,1.873,520.2777777777777
2000,2,13,1.868,518.8888888888889
2000,2,14,1.685,468.05555555555554
2000,2,15,1.45,402.77777777777777
