month,source_hour,mean_pv_generation_kw,median_pv_generation_kw,min_pv_generation_kw,max_pv_generation_kw,std_pv_generation_kw,valid_observation_count,missing_observation_count,pv_capacity_kw,performance_ratio
11,7,27.24861111111111,26.177777777777777,17.866666666666667,38.71111111111111,6.181806406923052,16,0,100.0,0.8
11,8,33.88194444444444,33.400000000000006,23.911111111111115,44.66666666666666,6.034292775496685,16,0,100.0,0.8
11,9,40.462500000000006,39.922222222222224,30.222222222222225,48.44444444444444,5.527831378857936,16,0,100.0,0.8
11,10,45.894444444444446,46.133333333333326,37.022222222222226,51.800000000000004,4.853281101333373,16,0,100.0,0.8
11,11,49.25555555555555,50.17777777777778,40.711111111111116,55.355555555555554,4.420714427485983,16,0,100.0,0.8
11,12,50.63055555555556,52.43333333333334,43.333333333333336,57.91111111111111,4.299012232227247,16,0,100.0,0.8
11,13,50.138888888888886,51.111111111111114,42.62222222222222,57.977777777777774,4.967028738148864,16,0,100.0,0.8
11,14,47.63472222222222,47.94444444444444,36.86666666666667,56.800000000000004,5.451245751836324,16,0,100.0,0.8
11,15,43.275000000000006,43.65555555555555,31.0,52.088888888888896,5.832176252085578,16,0,100.0,0.8
11,16,37.648611111111116,37.93333333333334,23.8,46.644444444444446,6.397269061117346,16,0,100.0,0.8
11,17,30.881944444444443,30.97777777777778,17.466666666666665,39.088888888888896,6.455493561250106,16,0,100.0,0.8
11,18,23.679166666666667,24.666666666666664,11.177777777777777,30.77777777777778,5.614196987898629,16,0,100.0,0.8
11,19,17.09027777777778,18.422222222222224,5.644444444444445,22.933333333333337,5.08846169159514,16,0,100.0,0.8
11,20,10.76527777777778,11.533333333333335,2.6222222222222227,15.600000000000001,3.9881137697324056,16,0,100.0,0.8
11,21,5.540277777777778,6.233333333333334,0.9777777777777775,9.111111111111112,2.710986260027449,16,0,100.0,0.8
11,22,2.125,1.877777777777778,0.35555555555555557,4.555555555555556,1.4417838744904665,16,0,100.0,0.8
11,23,0.7972222222222223,0.5333333333333334,0.0,3.2222222222222223,0.8140686819489135,16,0,100.0,0.8
11,24,0.375,0.2666666666666667,0.0,1.1111111111111114,0.3512587593916809,16,0,100.0,0.8
12,1,2.6208333333333336,2.5555555555555562,0.3111111111111111,6.111111111111112,1.7027785330189855,16,0,100.0,0.8
12,2,4.7652777777777775,4.144444444444446,1.8,9.777777777777777,2.3711984953872474,16,0,100.0,0.8
12,3,8.129166666666666,7.277777777777779,4.844444444444445,15.266666666666666,2.995867867552805,16,0,100.0,0.8
12,4,12.223611111111111,11.055555555555557,8.200000000000001,20.711111111111112,3.77842668718776,16,0,100.0,0.8
12,5,17.543055555555554,16.111111111111107,13.066666666666663,28.222222222222218,4.72528245067775,16,0,100.0,0.8
12,6,24.15416666666667,22.677777777777777,19.11111111111111,37.577777777777776,5.372482662498571,16,0,100.0,0.8
12,7,31.123611111111114,29.900000000000002,24.75555555555556,43.93333333333333,5.367329726694803,16,0,100.0,0.8
12,8,37.91388888888889,37.6,32.22222222222222,47.02222222222223,4.606346489739901,16,0,100.0,0.8
12,9,44.234722222222224,43.93333333333333,37.266666666666666,52.37777777777779,4.15532951454943,16,0,100.0,0.8
12,10,50.06805555555556,50.5,43.48888888888889,57.311111111111124,4.132596260445952,16,0,100.0,0.8
12,11,53.43888888888889,53.366666666666674,47.0,60.800000000000004,4.194784141260375,16,0,100.0,0.8
12,12,54.74305555555556,55.24444444444445,47.86666666666667,61.53333333333334,3.9185784669502404,16,0,100.0,0.8
12,13,54.29444444444445,54.277777777777786,47.26666666666666,61.2,4.456335943480054,16,0,100.0,0.8
12,14,52.272222222222226,52.75555555555556,41.6,60.311111111111124,5.762506884742771,16,0,100.0,0.8
12,15,47.87777777777778,48.44444444444446,36.11111111111111,55.400000000000006,6.284225466350978,16,0,100.0,0.8
12,16,41.775000000000006,42.011111111111106,29.511111111111116,49.28888888888889,6.4447554203385815,16,0,100.0,0.8
12,17,35.05694444444444,35.93333333333333,23.46666666666667,42.35555555555556,5.995751410742767,16,0,100.0,0.8
12,18,28.06527777777778,29.0,17.88888888888889,34.22222222222222,5.409477850706476,16,0,100.0,0.8
12,19,21.254166666666666,22.73333333333333,12.31111111111111,27.022222222222226,4.570601845990078,16,0,100.0,0.8
12,20,15.315277777777778,16.37777777777778,7.8888888888888875,19.73333333333333,3.6407317923103175,16,0,100.0,0.8
12,21,9.904166666666669,10.922222222222224,2.8888888888888897,14.53333333333333,3.226553602243134,16,0,100.0,0.8
